stimuli_letter,target,correct_key,Letter_stimulus,trialsOne.thisRepN,trialsOne.thisTrialN,trialsOne.thisN,trialsOne.thisIndex,trialsTwo.thisRepN,trialsTwo.thisTrialN,trialsTwo.thisN,trialsTwo.thisIndex,WelcomeScreenText.started,WelcomeInstructions.started,WelcomeScreenText.stopped,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,text.started,eegtime,n_back_one.started,Key_one.started,n_back_one.stopped,Key_one.keys,Key_one.corr,ISI.started,Key_one.stopped,Key_one.rt,ISI.stopped,Intro_Block_two.started,Start_Block_One.started,Start_Block_One.keys,Start_Block_One.rt,Block_2_stimulus.started,key_Two.started,Block_2_stimulus.stopped,key_Two.keys,key_Two.corr,key_Two.stopped,key_Two.rt,GoodBye.started,participant,session,date,expName,psychopyVersion,frameRate,
B,N,None,,0,95,95,95,,,,,,,,,,,,253.3492603302002,259.2227791999994,259.30308030000015,259.5298669999993,None,1,260.41013120000025,260.41013120000025,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
B,Y,z,,0,96,96,96,,,,,,,,,,,,255.37856078147888,261.91729080000005,261.9973539999992,262.2242217999992,z,1,262.43740289999914,,0.4186539000002085,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
Y,N,None,,0,97,97,97,,,,,,,,,,,,258.06859946250916,263.94454269999915,264.03811959999985,264.25161429999935,None,1,265.14427219999925,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
B,N,None,,0,98,98,98,,,,,,,,,,,,260.7630352973938,266.65219269999943,266.7325325999991,266.9592460999993,None,1,267.839577499999,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
B,Y,z,,0,99,99,99,,,,,,,,,,,,262.7923755645752,269.34569960000044,269.4258224999994,269.6528994,z,1,269.8535283000001,,0.41098979999878793,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
W,N,None,,0,100,100,100,,,,,,,,,,,,265.47880506515503,271.36052589999963,271.4408968000007,271.6676803999999,None,1,272.5458937000003,272.5458937000003,,274.0538041,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
V,N,None,,0,101,101,101,,,,,,,,,,,,268.1825637817383,274.0538041,274.14759520000007,274.36104519999935,None,1,275.2556041000007,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
A,N,None,,0,102,102,102,,,,,,,,,,,,270.88260316848755,276.76164099999914,276.8418693000003,277.0686377000002,None,1,277.94984640000075,277.94984640000075,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
A,Y,z,,0,103,103,103,,,,,,,,,,,,272.8238961696625,279.457271199999,279.5504949999995,279.7640431,z,1,279.8838008999992,,0.3147800999995525,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
X,N,None,,0,104,104,104,,,,,,,,,,,,275.5190227031708,281.3899574999996,281.48388739999973,281.6980545999995,None,1,282.5915951999996,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
V,N,None,,0,105,105,105,,,,,,,,,,,,278.21590280532837,284.09854429999905,284.17881169999964,284.40562769999997,None,1,285.2849267999991,285.2849267999991,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
Y,N,None,,0,106,106,106,,,,,,,,,,,,280.91653180122375,286.79287850000037,286.87315579999995,287.10000430000036,None,1,287.9801845000002,287.9801845000002,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
Y,Y,z,,0,107,107,107,,,,,,,,,,,,283.22848773002625,289.48640669999986,289.5800543999994,289.7943658000004,z,1,290.2876433000001,,0.6891101000001072,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
V,N,None,,0,108,108,108,,,,,,,,,,,,285.9122347831726,291.7947179999992,291.8883507999999,292.1018648999998,None,1,292.9944579999992,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
C,N,None,,0,109,109,109,,,,,,,,,,,,288.6167573928833,294.5024931000007,294.5827042000001,294.8094956999994,None,1,295.6897590999997,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
W,N,None,,0,110,110,110,,,,,,,,,,,,291.31797766685486,297.19572229999903,297.27604339999925,297.5028320000001,None,1,298.3840880000007,298.3840880000007,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
X,N,None,,0,111,111,111,,,,,,,,,,,,294.0168647766113,299.8911487000005,299.9846899999993,300.19808700000067,None,1,301.0907750000006,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
X,Y,z,,0,112,112,112,,,,,,,,,,,,296.19185304641724,302.59891289999905,302.6789695000007,302.90577160000066,z,1,303.25240759999906,,0.5571204999996553,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
Y,N,None,,0,113,113,113,,,,,,,,,,,,298.88751459121704,304.7584315999993,304.852061399999,305.06560849999914,None,1,305.9600415999994,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
X,N,None,,0,114,114,114,,,,,,,,,,,,301.5906779766083,307.46725829999923,307.5475494000002,307.77425519999997,None,1,308.6538375,308.6538375,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
W,N,None,,0,115,115,115,,,,,,,,,,,,304.28391671180725,310.1615237999995,310.24183040000025,310.46856750000006,None,1,311.34871439999915,311.34871439999915,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
X,N,None,,0,116,116,116,,,,,,,,,,,,306.97952485084534,312.8547944000002,312.94833990000006,313.1619140999992,None,1,314.05650629999946,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
A,N,None,,0,117,117,117,,,,,,,,,,,,309.68957114219666,315.5636923000002,315.6437514999998,315.8705522,None,1,316.74986530000024,316.74986530000024,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
B,N,None,,0,118,118,118,,,,,,,,,,,,312.38213872909546,318.2578572000002,318.35136819999934,318.56493690000025,None,1,319.45842749999974,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
B,Y,z,,0,119,119,119,,,,,,,,,,,,314.32904076576233,320.96461909999925,321.044759299999,321.2715552999998,z,1,321.3913904000001,,0.3279490999993868,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
W,N,None,,0,120,120,120,,,,,,,,,,,,317.0222246646881,322.8995761999995,322.97974409999915,323.20661259999906,None,1,324.08670820000043,324.08670820000043,,325.59386749999976,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
X,N,None,,0,121,121,121,,,,,,,,,,,,319.71851897239685,325.59386749999976,325.68748980000055,325.9010027000004,None,1,326.79442729999937,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
Y,N,None,,0,122,122,122,,,,,,,,,,,,322.42604541778564,328.30146649999915,328.3817435000001,328.6076658999991,None,1,329.48815569999897,329.48815569999897,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
B,N,None,,0,123,123,123,,,,,,,,,,,,325.1005139350891,330.9958019000005,331.08942190000016,331.30287639999915,None,1,332.1964398,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
A,N,None,,0,124,124,124,,,,,,,,,,,,327.82116174697876,333.70343780000076,333.78364150000016,334.01062869999987,None,1,334.89076849999947,334.89076849999947,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
X,N,None,,0,125,125,125,,,,,,,,,,,,330.5243730545044,336.39788840000074,336.4913639999995,336.7039585000002,None,1,337.5975245999998,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
V,N,None,,0,126,126,126,,,,,,,,,,,,333.2313234806061,339.1054361000006,339.18567450000046,339.41265139999996,None,1,340.2929688000004,340.2929688000004,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
V,Y,z,,0,127,127,127,,,,,,,,,,,,335.926326751709,341.7998738999995,341.8799947999996,342.10693569999967,None,0,342.98698870000044,342.98698870000044,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
X,N,None,,0,128,128,128,,,,,,,,,,,,338.6213479042053,344.49444869999934,344.5876769000006,344.8002441999997,None,1,345.6937995999997,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
V,N,None,,0,129,129,129,,,,,,,,,,,,341.3176484107971,347.2018551000001,347.28198209999937,347.508748799999,None,1,348.3889326999997,348.3889326999997,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
V,Y,z,,0,130,130,130,,,,,,,,,,,,343.3964669704437,349.8962642000006,349.9896915999998,350.20307110000067,z,1,350.4563183999999,,0.45050950000040757,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
W,N,None,,0,131,131,131,,,,,,,,,,,,346.0865275859833,351.9634960000003,352.05723899999975,352.27066080000077,None,1,353.16320839999935,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
C,N,None,,0,132,132,132,,,,,,,,,,,,348.7753195762634,354.6710844999998,354.75140309999915,354.97824410000067,None,1,355.85855099999935,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
A,N,None,,0,133,133,133,,,,,,,,,,,,351.4903643131256,357.36452289999943,357.4449638999995,357.67151550000017,None,1,358.55273789999956,358.55273789999956,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
V,N,None,,0,134,134,134,,,,,,,,,,,,354.18607091903687,360.05981040000006,360.1534649999994,360.3670130999999,None,1,361.2597681999996,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
A,N,None,,0,135,135,135,,,,,,,,,,,,356.8955750465393,362.7674872000007,362.84762749999936,363.07459390000076,None,1,363.9547299999995,363.9547299999995,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
A,Y,z,,0,136,136,136,,,,,,,,,,,,358.9612159729004,365.46100490000026,365.55434869999954,365.7688952999997,z,1,366.0221784000005,,0.44609959999979765,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
A,Y,z,,0,137,137,137,,,,,,,,,,,,361.2605633735657,367.52947180000047,367.62273470000036,367.83631930000047,z,1,368.3295758000004,,0.6904066000006424,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
C,N,None,,0,138,138,138,,,,,,,,,,,,363.9562363624573,369.8367410999999,369.9304482000007,370.14376119999906,None,1,371.03739569999925,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
W,N,None,,0,139,139,139,,,,,,,,,,,,366.66376304626465,372.5445405999999,372.6248663999995,372.8504639999992,None,1,373.7309203999994,373.7309203999994,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
W,Y,z,,0,140,140,140,,,,,,,,,,,,369.3645021915436,375.23890329999995,375.3189705999994,375.5457088999992,None,0,376.426016899999,376.426016899999,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
B,N,None,,0,141,141,141,,,,,,,,,,,,372.05574679374695,377.9330898999997,378.0266111000001,378.24012009999933,None,1,379.13373370000045,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
C,N,None,,0,142,142,142,,,,,,,,,,,,374.76772952079773,380.6396765999998,380.71998189999977,380.9469205000005,None,1,381.8279290999999,381.8279290999999,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
X,N,None,,0,143,143,143,,,,,,,,,,,,377.4621160030365,383.33497890000035,383.42861529999936,383.642001799999,None,1,384.5385671999993,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
Y,N,None,,0,144,144,144,,,,,,,,,,,,380.16715240478516,386.04271490000065,386.12294569999904,386.3497754,None,1,387.2299839999996,387.2299839999996,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
Y,Y,z,,0,145,145,145,,,,,,,,,,,,382.8634476661682,388.7361839999994,388.8296231000004,389.04311039999993,None,0,389.93749690000004,,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
C,N,None,,0,146,146,146,,,,,,,,,,,,385.5679461956024,391.4447371999995,391.52497609999955,391.75172629999906,None,1,392.63098979999995,392.63098979999995,,,,,,,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.1391179000002,396.1265908999994,z,13.118471699999645,,,,,,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,None,None,V,,,,,0,0,0,0,,,,,,,,403.3863492012024,,,,,,410.46505140000045,,,,,,,,409.2734636999994,409.3565999000002,409.58358269999917,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,None,None,W,,,,,0,1,1,1,,,,,,,,406.09952878952026,,,,,,413.1584397000006,,,,,,,,411.9722533000004,412.0524301000005,412.27937369999927,None,1,413.1584397000006,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,2,2,2,,,,,,,,408.77020359039307,,,,,,415.8671252999993,,,,,,,,414.66647229999944,414.76017649999994,414.97345700000005,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,W,,,,,0,3,3,3,,,,,,,,410.6946017742157,,,,,,417.7606218000001,,,,,,,,417.3734559000004,417.45370229999935,417.6802451000003,z,1,,0.2823744999986957,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,4,4,4,,,,,,,,413.3910219669342,,,,,,420.4554891000007,,,,,,,,419.26824060000035,419.34856339999897,419.57543819999955,None,1,420.4554891000007,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,5,5,5,,,,,,,,416.09035754203796,,,,,,423.16322299999956,,,,,,,,421.9625646000004,422.05610650000017,422.2695896000005,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,6,6,6,,,,,,,,418.797301530838,,,,,,425.85747529999935,,,,,,,,424.66807940000035,424.7497103000005,424.97618689999945,None,1,425.85747529999935,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,Y,,,,,0,7,7,7,,,,,,,,420.6742181777954,,,,,,427.73804070000006,,,,,,,,427.3647944000004,427.45809589999953,427.6715901000007,z,1,,0.2665197000005719,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,C,,,,,0,8,8,8,,,,,,,,422.62492537498474,,,,,,429.6848047000003,,,,,,,,429.2442331000002,429.3378345000001,429.55139229999986,z,1,,0.32254099999954633,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B ,,,,,0,9,9,9,,,,,,,,425.31805896759033,,,,,,432.37977709999905,,,,,,,,431.19252099999903,431.2728991999993,431.4996611000006,None,1,432.37977709999905,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,Y,,,,,0,10,10,10,,,,,,,,428.00870156288147,,,,,,435.08757119999973,,,,,,,,433.8871132999993,433.9805916000005,434.19386569999915,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,11,11,11,,,,,,,,429.97435784339905,,,,,,437.0337736999991,,,,,,,,436.59272190000047,436.6738497999995,436.90066579999984,z,0,,0.34653509999952803,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,Y,,,,,0,12,12,12,,,,,,,,432.66823744773865,,,,,,439.72918709999976,,,441.2352611999995,,,,,438.5418608,438.6221800000003,438.8489649000003,None,0,439.72918709999976,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,13,13,13,,,,,,,,435.3589038848877,,,,,,442.4368297000001,,,,,,,,441.2352611999995,441.32871909999994,441.5423362999991,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,W,,,,,0,14,14,14,,,,,,,,438.06561636924744,,,,,,445.1305706999992,,,,,,,,443.9442333999996,444.024116999999,444.25109189999966,None,1,445.1305706999992,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,15,15,15,,,,,,,,440.7645962238312,,,,,,447.83898860000045,,,,,,,,446.6382541999992,446.7317762999992,446.9453271000002,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,W,,,,,0,16,16,16,,,,,,,,442.7258870601654,,,,,,449.78539549999914,,,,,,,,449.3448927999998,449.4250914000004,449.65215010000065,z,1,,0.33502779999980703,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,17,17,17,,,,,,,,445.4115126132965,,,,,,452.48058409999976,,,,,,,,451.2934889999997,451.3735233999996,451.60036579999905,None,1,452.48058409999976,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,W,,,,,0,18,18,18,,,,,,,,447.29656314849854,,,,,,454.3745335000003,,,,,,,,453.9876476999998,454.08129259999987,454.2946539000004,z,1,,0.2689851999984967,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,19,19,19,,,,,,,,449.99717593193054,,,,,,457.081336199999,,,,,,,,455.8816561000003,455.97520000000077,456.1887119999992,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,W,,,,,0,20,20,20,,,,,,,,452.69984674453735,,,,,,459.77695139999923,,,,,,,,458.58918079999967,458.6694977999996,458.89630430000034,None,0,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,21,21,21,,,,,,,,455.3991892337799,,,,,,462.4708903999999,,,,,,,,461.2826022999998,461.36305899999934,461.58972039999935,None,1,462.4708903999999,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,W,,,,,0,22,22,22,,,,,,,,457.5034852027893,,,,,,464.5649821999996,,,,,,,,463.9778595000007,464.0714618000002,464.28501490000053,z,1,,0.47355809999862686,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,23,23,23,,,,,,,,460.1999831199646,,,,,,467.2726318999994,,,,,,,,466.07200919999923,466.1656232999994,466.3791521999992,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,24,24,24,,,,,,,,462.89933347702026,,,,,,469.9663185999998,,,,,,,,468.77972729999965,468.85790760000054,469.08568340000056,None,1,469.9663185999998,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,25,25,25,,,,,,,,465.6025607585907,,,,,,472.66126369999984,,,,,,,,471.4744482999995,471.5543103,471.78105399999913,None,1,472.66126369999984,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,W,,,,,0,26,26,26,,,,,,,,468.29574179649353,,,,,,475.36926949999906,,,,,,,,474.1683675000004,474.2619388999992,474.47534579999956,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,27,27,27,,,,,,,,470.9956922531128,,,,,,478.0631300999994,,,,,,,,476.8750319999999,476.95559350000076,477.18206830000054,None,1,478.0631300999994,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,28,28,28,,,,,,,,473.6944317817688,,,,,,480.77025180000055,,,,,,,,479.57028849999915,479.66395609999927,479.8774625999995,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,29,29,29,,,,,,,,476.3952159881592,,,,,,483.4651804999994,,,,,,,,482.2779625999992,482.35823119999986,482.58505329999934,None,1,483.4651804999994,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,X,,,,,0,30,30,30,,,,,,,,478.346476316452,,,,,,485.41153870000016,,,,,,,,484.9712577999999,485.06509189999997,485.2784023999993,z,1,,0.3268480999995518,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,31,31,31,,,,,,,,481.04340291023254,,,,,,488.10700929999985,,,489.612889,,,,,486.9197356000004,486.99993899999936,487.2267764999997,None,1,488.10700929999985,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,V,,,,,0,32,32,32,,,,,,,,483.7384932041168,,,,,,490.8149537999998,,,,,,,,489.612889,489.7068189999991,489.9210884999993,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,A,,,,,0,33,33,33,,,,,,,,486.12352442741394,,,,,,493.1877955,,,,,,,,492.32169500000055,492.4019093000006,492.6266543999991,z,1,,0.7621966999995493,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,34,34,34,,,,,,,,488.81904339790344,,,,,,495.8830323000002,,,,,,,,494.6958567999991,494.7761205000006,495.00299690000065,None,1,495.8830323000002,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,X,,,,,0,35,35,35,,,,,,,,491.50432324409485,,,,,,498.5908992000004,,,,,,,,497.3892629999991,497.4830263999993,497.69656620000023,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,36,36,36,,,,,,,,494.2180531024933,,,,,,501.2841542999995,,,,,,,,500.0979024999997,500.17814069999986,500.4048813999998,None,1,501.2841542999995,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B,,,,,0,37,37,37,,,,,,,,496.91436791419983,,,,,,503.9927029999999,,,,,,,,502.79218109999965,502.8857043000007,503.099293199999,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,A,,,,,0,38,38,38,,,,,,,,498.9819121360779,,,,,,506.0468067999991,,,,,,,,505.498877,505.5791441000001,505.80687670000043,z,1,,0.44637199999851873,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,B,,,,,0,39,39,39,,,,,,,,500.87193536758423,,,,,,507.9408134000005,,,,,,,,507.55441430000064,507.63426489999983,507.86091769999985,z,1,,0.28167020000000775,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,C,,,,,0,40,40,40,,,,,,,,503.5726833343506,,,,,,510.6486098000005,,,,,,,,509.44689859999926,509.54046299999936,509.7540535999997,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,B,,,,,0,41,41,41,,,,,,,,505.5576469898224,,,,,,512.6224562000007,,,,,,,,512.1555981000001,512.2360666000004,512.4627810000002,z,1,,0.3615682999989076,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,A,,,,,0,42,42,42,,,,,,,,508.25775241851807,,,,,,515.3303429999996,,,,,,,,514.1296562999996,514.2233080000005,514.4367612999995,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,W,,,,,0,43,43,43,,,,,,,,510.9458589553833,,,,,,518.0246423000008,,,,,,,,516.8362935999994,516.9164621,517.1435698000005,None,1,,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,N,None,B ,,,,,0,44,44,44,,,,,,,,513.6483883857727,,,,,,520.7167757000007,,,,,,,,519.5317082000001,519.6118193000002,519.8386508000003,None,1,520.7167757000007,,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
,Y,z,W,,,,,0,45,45,45,,,,,,,,515.6022255420685,,,,,,522.6661901999996,,,,,,,,522.2258810000003,522.3195269999997,522.5331494000002,z,1,,0.3301425999998173,,352372,001,2024-05-14_18h09.55.027,nBack,2022.2.5,74.9649913480976,
