stimuli_letter,target,correct_key,Letter_stimulus,trialsOne.thisRepN,trialsOne.thisTrialN,trialsOne.thisN,trialsOne.thisIndex,trialsTwo.thisRepN,trialsTwo.thisTrialN,trialsTwo.thisN,trialsTwo.thisIndex,WelcomeScreenText.started,WelcomeScreenText.stopped,WelcomeInstructions.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,text.started,text.stopped,eegtime,n_back_one.started,Key_one.started,n_back_one.stopped,Key_one.stopped,Key_one.keys,Key_one.corr,ISI.started,ISI.stopped,Key_one.rt,Intro_Block_two.started,Start_Block_One.started,Start_Block_One.keys,Start_Block_One.rt,Block_2_stimulus.started,key_Two.started,Block_2_stimulus.stopped,key_Two.stopped,key_Two.keys,key_Two.corr,key_Two.rt,GoodBye.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,22.174540799998795,24.17308409999896,24.17308409999896,25.17283779999707,z,39.47501140000168,,,,,,,,,,,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,None,None,,0,0,0,0,,,,,,,,,,,64.67488779999985,65.1870173999996,72,65.1870173999996,65.25822849999895,65.49125069999718,66.35848969999643,None,1,66.35848969999643,67.85794109999915,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,1,1,1,,,,,,,,,,,,,145,67.85794109999915,67.95828749999782,68.15831639999669,69.05832759999976,None,1,69.07513069999914,70.57575819999693,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,N,None,,0,2,2,2,,,,,,,,,,,,,217,70.57575819999693,70.65830239999923,70.89163719999851,71.75810079999792,None,1,71.75810079999792,73.25815449999936,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,Y,z,,0,3,3,3,,,,,,,,,,,,,271,73.25815449999936,73.35828799999945,73.55842889999985,,z,1,74.14188069999727,75.64227729999766,0.7515794000028109,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,4,4,4,,,,,,,,,,,,,344,75.64227729999766,75.74170909999884,75.94215809999878,76.84340009999869,None,1,76.84340009999869,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,5,5,5,,,,,,,,,,,,,416,78.35854379999728,78.4424629999994,78.65857979999782,,None,1,79.55866349999997,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,Y,z,,0,6,6,6,,,,,,,,,,,,,452,81.05856149999818,81.14395829999921,81.35859039999923,,z,1,81.64288129999841,,0.4716599999992468,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,7,7,7,,,,,,,,,,,,,523,83.15856129999884,83.22541909999927,83.45897149999655,84.32558869999775,None,1,84.342028199997,85.84254419999706,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,8,8,8,,,,,,,,,,,,,596,85.84254419999706,85.94231709999804,86.14237429999775,87.04214369999681,None,1,87.04214369999681,88.54273379999722,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,Y,z,,0,9,9,9,,,,,,,,,,,,,635,88.54273379999722,88.6423240999975,88.84368949999771,,z,1,89.17561899999782,90.67827569999645,0.5028351000000839,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,10,10,10,,,,,,,,,,,,,708,90.67827569999645,90.77576829999816,90.99251509999885,91.87715879999814,None,1,91.87715879999814,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,11,11,11,,,,,,,,,,,,,780,93.39233999999851,93.4759086999984,93.69252359999882,94.57583209999939,None,1,94.57583209999939,96.07590759999948,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,N,None,,0,12,12,12,,,,,,,,,,,,,852,96.07590759999948,96.15927879999799,96.37601419999919,97.25926479999907,None,1,97.27799719999894,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,13,13,13,,,,,,,,,,,,,923,98.7925030999977,98.86044039999979,99.09281169999667,99.95989439999903,None,1,99.95989439999903,101.45943629999965,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,Y,z,,0,14,14,14,,,,,,,,,,,,,960,101.45943629999965,101.55941169999642,101.75941669999884,,z,1,102.05940029999692,103.55948829999761,0.4802659999986645,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,N,None,,0,15,15,15,,,,,,,,,,,,,1033,103.55948829999761,103.66020619999836,103.8597404999964,104.75951519999944,None,1,104.75951519999944,106.25965489999726,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,16,16,16,,,,,,,,,,,,,1106,106.25965489999726,106.35956439999791,106.55959099999745,107.45982729999741,None,1,107.45982729999741,108.95975549999639,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,17,17,17,,,,,,,,,,,,,1179,108.95975549999639,109.05979379999917,109.25982999999906,110.1599049999968,None,1,110.1599049999968,111.65983189999679,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,18,18,18,,,,,,,,,,,,,1252,111.65983189999679,111.76007459999892,111.96007919999829,112.8600895999989,None,1,112.8600895999989,114.3599957999977,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,Y,z,,0,19,19,19,,,,,,,,,,,,,1289,114.3599957999977,114.46028079999815,114.66007999999783,,z,1,114.96027489999688,116.45997319999879,0.4835354999995616,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,N,None,,0,20,20,20,,,,,,,,,,,,,1362,116.45997319999879,116.56040369999755,116.76002609999705,117.66018669999903,None,1,117.66018669999903,119.16052279999712,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,N,None,,0,21,21,21,,,,,,,,,,,,,1435,119.16052279999712,119.26024359999792,119.46048589999918,120.36043309999877,None,1,120.36043309999877,121.86018299999705,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,22,22,22,,,,,,,,,,,,,1508,121.86018299999705,121.96047659999749,122.16039929999897,123.06039719999899,None,1,123.06039719999899,124.56073589999869,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,Y,z,,0,23,23,23,,,,,,,,,,,,,1544,124.56073589999869,124.66053499999907,124.86058029999913,,z,1,125.14428999999654,126.64423019999958,0.4546552000028896,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,N,None,,0,24,24,24,,,,,,,,,,,,,1617,126.64423019999958,126.74387779999961,126.94403769999917,127.84426919999896,None,1,127.84426919999896,129.34401679999792,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,25,25,25,,,,,,,,,,,,,1690,129.34401679999792,129.4444427999988,129.64470079999955,130.54464319999897,None,1,130.54464319999897,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,Y,z,,0,26,26,26,,,,,,,,,,,,,1722,132.04424179999842,132.14439239999774,132.34449769999992,,z,1,132.56130119999943,134.06082739999692,0.3932678000019223,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,27,27,27,,,,,,,,,,,,,1795,134.06082739999692,134.16328619999695,134.36079769999924,,None,1,135.27754999999888,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,N,None,,0,28,28,28,,,,,,,,,,,,,1867,136.77769219999755,136.86292949999915,137.07885759999772,,None,1,137.97805279999739,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,29,29,29,,,,,,,,,,,,,1938,139.47830479999902,139.54498479999893,139.7776776999999,140.6444612999985,None,1,140.66339049999806,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,30,30,30,,,,,,,,,,,,,2009,142.17813229999956,142.24474049999844,142.47806889999993,143.3446922999974,None,1,143.3446922999974,144.84495029999744,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,31,31,31,,,,,,,,,,,,,2082,144.8621525999988,144.9445796,145.17782239999724,146.04458799999702,None,1,146.06179519999932,147.56176439999763,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,N,None,,0,32,32,32,,,,,,,,,,,,,2154,147.56176439999763,147.64484209999864,147.86299569999755,148.7446717999992,None,1,148.76150099999722,150.26196379999965,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,33,33,33,,,,,,,,,,,,,2227,150.26196379999965,150.36176759999944,150.56183389999933,151.46177899999748,None,1,151.46177899999748,152.9628733999998,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,Y,z,,0,34,34,34,,,,,,,,,,,,,2261,152.9628733999998,153.04511399999683,153.27853229999891,,z,1,153.51175619999776,155.01173599999674,0.434548299999733,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,N,None,,0,35,35,35,,,,,,,,,,,,,2334,155.01173599999674,155.1120822999983,155.31176779999805,156.21219819999897,None,1,156.21219819999897,157.71214269999837,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,Y,z,,0,36,36,36,,,,,,,,,,,,,2407,157.71214269999837,157.81203639999876,158.01220419999663,158.9120961999979,None,0,158.9120961999979,160.41217439999673,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,Y,z,,0,37,37,37,,,,,,,,,,,,,2480,160.41217439999673,160.51197319999847,160.7120358999964,161.61223929999687,None,0,161.61223929999687,163.11193309999726,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,38,38,38,,,,,,,,,,,,,2553,163.11193309999726,163.21238569999696,163.41196789999958,164.31204939999952,None,1,164.31204939999952,165.81222019999768,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,39,39,39,,,,,,,,,,,,,2626,165.81222019999768,165.91228069999852,166.1124757999969,167.01218339999832,None,1,167.01218339999832,168.51218249999874,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,N,None,,0,40,40,40,,,,,,,,,,,,,2699,168.51218249999874,168.61237399999663,168.8123968,169.7123861,None,1,169.7123861,171.2123501999995,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,Y,z,,0,41,41,41,,,,,,,,,,,,,2739,171.2123501999995,171.3122775999982,171.51247429999785,,z,1,171.8625566999981,173.36298349999925,0.5308847000014794,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,42,42,42,,,,,,,,,,,,,2812,173.36298349999925,173.4636756999971,173.6626808999972,,None,1,174.5792032999998,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,N,None,,0,43,43,43,,,,,,,,,,,,,2884,176.07922979999785,176.16493069999706,176.37928329999704,,None,1,177.27942399999665,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,44,44,44,,,,,,,,,,,,,2956,178.77953199999683,178.86277569999947,179.07948419999957,179.9628554999981,None,1,179.9628554999981,181.46303969999644,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,45,45,45,,,,,,,,,,,,,3029,181.46303969999644,181.56293579999692,181.76296399999774,182.66279759999816,None,1,182.66279759999816,184.16337069999645,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,46,46,46,,,,,,,,,,,,,3102,184.16337069999645,184.26313149999987,184.4631292999984,185.36321209999733,None,1,185.36321209999733,186.86424009999973,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,Y,z,,0,47,47,47,,,,,,,,,,,,,3142,186.86424009999973,186.94636339999852,187.17986019999807,,z,1,187.51320909999777,189.013087299998,0.5493489000000409,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,N,None,,0,48,48,48,,,,,,,,,,,,,3215,189.013087299998,189.1131929999974,189.31314099999872,190.21315159999722,None,1,190.21315159999722,191.71318969999993,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,49,49,49,,,,,,,,,,,,,3288,191.71318969999993,191.81397579999975,192.0139300999981,192.9138505999981,None,1,192.9138505999981,194.41346919999705,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,50,50,50,,,,,,,,,,,,,3361,194.41346919999705,194.51324039999963,194.71343809999962,195.6133637999992,None,1,195.6133637999992,197.11340349999955,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,Y,z,,0,51,51,51,,,,,,,,,,,,,3396,197.11340349999955,197.21339269999953,197.41403909999644,,z,1,197.68029129999923,199.1802910999977,0.45035769999958575,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,N,None,,0,52,52,52,,,,,,,,,,,,,3469,199.1802910999977,199.2810892999987,199.48009309999907,200.3803881999993,None,1,200.3803881999993,201.8803255999992,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,53,53,53,,,,,,,,,,,,,3542,201.8803255999992,201.98046339999928,202.1802880999967,203.08042939999723,None,1,203.08042939999723,204.5815115999976,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,54,54,54,,,,,,,,,,,,,3615,204.5815115999976,204.6805095999989,204.88046309999845,205.78046449999965,None,1,205.78046449999965,207.28061839999646,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,Y,z,,0,55,55,55,,,,,,,,,,,,,3646,207.28061839999646,207.38060749999931,207.58055629999944,,z,1,207.78152109999792,,0.37107599999944796,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,Y,z,,0,56,56,56,,,,,,,,,,,,,3718,209.29759309999645,209.380838699999,209.59795589999703,210.48086949999924,None,0,210.48086949999924,211.9816284999979,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,N,None,,0,57,57,57,,,,,,,,,,,,,3791,211.9816284999979,212.0812279999991,212.28101249999963,213.1807439999975,None,1,213.1807439999975,214.6809549999998,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,58,58,58,,,,,,,,,,,,,3864,214.6809549999998,214.78101739999693,214.98139499999888,215.8810216999991,None,1,215.8810216999991,217.38124089999837,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,59,59,59,,,,,,,,,,,,,3937,217.38124089999837,217.48125529999743,217.68121459999747,218.58115389999875,None,1,218.58115389999875,220.08129789999657,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,60,60,60,,,,,,,,,,,,,4009,220.08129789999657,220.18100159999813,220.38137039999856,,None,1,221.2811518999988,222.78125819999696,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,N,None,,0,61,61,61,,,,,,,,,,,,,4081,222.78125819999696,222.86488149999786,223.08121349999783,223.9648550999991,None,1,223.98376299999654,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,Y,z,,0,62,62,62,,,,,,,,,,,,,4121,225.49816059999648,225.58179149999705,225.79827219999788,,z,1,226.14858619999723,227.6481309999981,0.5359046000012313,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,N,None,,0,63,63,63,,,,,,,,,,,,,4194,227.6481309999981,227.74809879999884,227.94814269999915,228.848240299998,None,1,228.848240299998,230.34899139999834,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,64,64,64,,,,,,,,,,,,,4267,230.34899139999834,230.44904439999664,230.64897839999685,231.54993449999893,None,1,231.54993449999893,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,Y,z,,0,65,65,65,,,,,,,,,,,,,4305,233.064985099998,233.13186459999997,233.36529189999783,,z,1,233.68385059999855,,0.5298055999992357,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,66,66,66,,,,,,,,,,,,,4377,235.19880879999982,235.2818376999967,235.49866439999823,236.38382679999995,None,1,236.38382679999995,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,N,None,,0,67,67,67,,,,,,,,,,,,,4448,237.89870699999665,237.96538059999875,238.19840369999656,239.06585559999803,None,1,239.06585559999803,240.56558179999774,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,Y,z,,0,68,68,68,,,,,,,,,,,,,4486,240.56558179999774,240.6657948999964,240.86570609999762,,z,1,241.18272499999875,242.68382969999948,0.49588560000120196,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,N,None,,0,69,69,69,,,,,,,,,,,,,4558,242.68382969999948,242.7653539999992,243.0002106999964,243.86543149999852,None,1,243.86543149999852,245.3661409999986,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,N,None,,0,70,70,70,,,,,,,,,,,,,4631,245.3661409999986,245.4658838999967,245.66556599999967,246.56575819999853,None,1,246.56575819999853,248.06591729999855,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,Y,z,,0,71,71,71,,,,,,,,,,,,,4670,248.06591729999855,248.1844089999977,248.36570629999915,,z,1,248.69924439999886,250.1990154999985,0.4937640999996802,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,72,72,72,,,,,,,,,,,,,4743,250.1990154999985,250.29976659999738,250.49906609999744,251.39909129999796,None,1,251.39909129999796,252.8992901999991,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,73,73,73,,,,,,,,,,,,,4816,252.8992901999991,252.99921719999838,253.19934869999997,254.09937619999982,None,1,254.09937619999982,255.60186709999834,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,74,74,74,,,,,,,,,,,,,4889,255.60186709999834,255.6992575999975,255.9160036999965,256.7994061999998,None,1,256.7994061999998,258.30232219999743,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,Y,z,,0,75,75,75,,,,,,,,,,,,,4923,258.30232219999743,258.4022238999969,258.61629639999956,,z,1,258.84940449999704,260.3496555999991,0.42946020000090357,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,76,76,76,,,,,,,,,,,,,4996,260.3496555999991,260.4501178999999,260.6497016999965,261.549855199999,None,1,261.549855199999,263.0497332999985,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,77,77,77,,,,,,,,,,,,,5069,263.0497332999985,263.1501242999984,263.3499480999999,264.2506538999987,None,1,264.2506538999987,265.7499536999967,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,Y,z,,0,78,78,78,,,,,,,,,,,,,5108,265.7499536999967,265.8503847999964,266.05015579999963,,z,1,266.38293019999765,267.8830549999984,0.5153035000003001,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,79,79,79,,,,,,,,,,,,,5180,267.8830549999984,267.98327749999953,268.18350909999936,,None,1,269.0834780999976,270.5833317999968,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,N,None,,0,80,80,80,,,,,,,,,,,,,5253,270.5833317999968,270.68353119999665,270.8836260999997,271.7835250999997,None,1,271.7835250999997,273.2834838999988,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,Y,z,,0,81,81,81,,,,,,,,,,,,,5326,273.2834838999988,273.3836945999974,273.5834360999979,274.4836295999994,None,0,274.4836295999994,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,Y,z,,0,82,82,82,,,,,,,,,,,,,5398,275.98403079999844,276.0684326999981,276.28350749999663,,None,0,277.1834345999996,278.6838736999998,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,83,83,83,,,,,,,,,,,,,5471,278.6838736999998,278.78355549999833,278.9834583999982,279.88369019999664,None,1,279.88369019999664,281.3839924999993,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
Y,N,None,,0,84,84,84,,,,,,,,,,,,,5543,281.3839924999993,281.46714919999795,281.68404419999933,282.5702915999973,None,1,282.58415259999674,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
C,N,None,,0,85,85,85,,,,,,,,,,,,,5616,284.0837324999993,284.1694723999972,284.3842547999993,285.28384679999726,None,1,285.28384679999726,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
X,N,None,,0,86,86,86,,,,,,,,,,,,,5689,286.7841782999967,286.88416849999703,287.08406659999673,287.9852755999964,None,1,287.9852755999964,,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,87,87,87,,,,,,,,,,,,,5761,289.48395289999826,289.5680908999966,289.78417679999984,290.66815329999736,None,1,290.66815329999736,292.1689462999966,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,Y,z,,0,88,88,88,,,,,,,,,,,,,5801,292.1689462999966,292.2690969999967,292.4842923999968,,z,1,292.81750289999763,294.3176936999989,0.530574099997466,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
A,N,None,,0,89,89,89,,,,,,,,,,,,,5874,294.3176936999989,294.41758649999974,294.61838069999794,295.51783839999916,None,1,295.51783839999916,297.0177335999979,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,90,90,90,,,,,,,,,,,,,5947,297.0177335999979,297.1177378999964,297.3180438999989,298.21792399999686,None,1,298.21792399999686,299.71802559999924,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,N,None,,0,91,91,91,,,,,,,,,,,,,6020,299.71802559999924,299.81849229999716,300.01816189999954,300.9187176999985,None,1,300.9187176999985,302.41865849999886,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
V,Y,z,,0,92,92,92,,,,,,,,,,,,,6052,302.41865849999886,302.5012214999988,302.7181869999986,,z,1,302.9351231999972,304.4349000999973,0.40294730000096024,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
B,N,None,,0,93,93,93,,,,,,,,,,,,,6125,304.4349000999973,304.5347961999978,304.7352185999989,305.6348012999988,None,1,305.6348012999988,307.1347277999994,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
W,N,None,,0,94,94,94,,,,,,,,,,,,,6198,307.1347277999994,307.2347778999974,307.4347455999996,308.3350195999992,None,1,308.3350195999992,309.8349913999991,,,,,,,,,,,,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
