stimuli_letter,target,correct_key,Letter_stimulus,trialsOne.thisRepN,trialsOne.thisTrialN,trialsOne.thisN,trialsOne.thisIndex,trialsTwo.thisRepN,trialsTwo.thisTrialN,trialsTwo.thisN,trialsTwo.thisIndex,WelcomeScreenText.started,WelcomeScreenText.stopped,WelcomeInstructions.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,text.started,text.stopped,eegtime,n_back_one.started,Key_one.started,n_back_one.stopped,Key_one.stopped,Key_one.keys,Key_one.corr,ISI.started,ISI.stopped,Key_one.rt,Intro_Block_two.started,Start_Block_One.started,Start_Block_One.keys,Start_Block_One.rt,Block_2_stimulus.started,key_Two.started,Block_2_stimulus.stopped,key_Two.stopped,key_Two.keys,key_Two.corr,key_Two.rt,GoodBye.started,participant,session,date,expName,psychopyVersion,frameRate,
,N,None,A,,,,,0,47,47,47,,,,,,,,,12727,,,,,,,602.697243999999,604.1974130999988,,,,,,601.4970461999983,601.597167099997,601.7969045999998,602.697243999999,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,A,,,,,0,48,48,48,,,,,,,,,12800,,,,,,,605.3972549999999,606.897623599998,,,,,,604.1974130999988,604.2972667999966,604.4971165999996,605.3972549999999,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,W,,,,,0,49,49,49,,,,,,,,,12873,,,,,,,608.0975188999982,609.5974354999998,,,,,,606.897623599998,606.9973150999976,607.197349799997,608.0975188999982,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,A,,,,,0,50,50,50,,,,,,,,,12894,,,,,,,609.9305100999991,611.4308070999978,,,,,,609.5974354999998,609.6976380999986,609.8974327999967,,z,1,0.2103343999988283,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,W,,,,,0,51,51,51,,,,,,,,,12967,,,,,,,612.6308456999977,614.1310637999995,,,,,,611.4308070999978,611.5306983999981,611.7307655999975,612.6308456999977,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,52,52,52,,,,,,,,,13040,,,,,,,615.3310382999989,616.8313294999971,,,,,,614.1310637999995,614.2308073999993,614.4311793999987,615.3310382999989,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,53,53,53,,,,,,,,,13113,,,,,,,618.031105799997,619.5311478999974,,,,,,616.8313294999971,616.9309175999988,617.1311175999981,618.031105799997,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,54,54,54,,,,,,,,,13186,,,,,,,620.7311441999991,622.2312736999993,,,,,,619.5311478999974,619.6312173999977,619.8314528999981,620.7311441999991,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,55,55,55,,,,,,,,,13248,,,,,,,623.248401599998,624.7482280999975,,,,,,622.2312736999993,622.3317294999979,622.5321236999989,,z,0,0.8982314999993832,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,56,56,56,,,,,,,,,13321,,,,,,,625.9482101999965,627.4487137999968,,,,,,624.7482280999975,624.8481802999995,625.0482978,625.9482101999965,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,57,57,57,,,,,,,,,13394,,,,,,,628.6483465999991,630.148255199998,,,,,,627.4487137999968,627.5483203999975,627.7487754999966,628.6483465999991,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,V,,,,,0,58,58,58,,,,,,,,,13467,,,,,,,631.3483150999964,632.8484219999991,,,,,,630.148255199998,630.2485154999995,630.4484886999999,631.3483150999964,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,A,,,,,0,59,59,59,,,,,,,,,13539,,,,,,,634.0482506999979,,,,,,,632.8484219999991,632.9482535999996,633.1493030999991,,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,60,60,60,,,,,,,,,13612,,,,,,,636.7487035999984,638.248692899997,,,,,,635.5487588999968,635.6486643999997,635.8499426999988,636.7487035999984,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,A,,,,,0,61,61,61,,,,,,,,,13685,,,,,,,639.4495744999986,,,,,,,638.248692899997,638.3491563999996,638.5486781,639.4495744999986,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,B,,,,,0,62,62,62,,,,,,,,,13710,,,,,,,641.3491501999997,642.8494581999985,,,,,,640.9490537999991,641.0494669,641.2488960999981,,z,1,0.27791419999994105,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,A,,,,,0,63,63,63,,,,,,,,,13783,,,,,,,644.0488790999989,645.5488621999975,,,,,,642.8494581999985,642.9487520999974,643.1492935999995,644.0488790999989,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,B,,,,,0,64,64,64,,,,,,,,,13856,,,,,,,646.749198999998,648.2489922999994,,,,,,645.5488621999975,645.6489235999979,645.8496451999999,646.749198999998,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,65,65,65,,,,,,,,,13929,,,,,,,649.4490662999997,650.9491884999989,,,,,,648.2489922999994,648.3490253999989,648.5490760999965,649.4490662999997,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,66,66,66,,,,,,,,,14002,,,,,,,652.1494918999997,653.6500299999971,,,,,,650.9491884999989,651.0493151999981,651.2503187999973,652.1494918999997,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,W,,,,,0,67,67,67,,,,,,,,,14075,,,,,,,654.8495351999991,656.3495132999997,,,,,,653.6500299999971,653.7491348999974,653.9491296999986,654.8495351999991,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,W,,,,,0,68,68,68,,,,,,,,,14148,,,,,,,657.5496736999994,659.0497473999967,,,,,,656.3495132999997,656.4495320999995,656.6500846999988,657.5496736999994,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,W,,,,,0,69,69,69,,,,,,,,,14221,,,,,,,660.2495437999969,661.7503567999993,,,,,,659.0497473999967,659.1499460999985,659.3494658999989,660.2495437999969,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,A,,,,,0,70,70,70,,,,,,,,,14294,,,,,,,662.9496034999975,664.4500431999986,,,,,,661.7503567999993,661.8500884999994,662.0493782999984,662.9496034999975,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,W,,,,,0,71,71,71,,,,,,,,,14319,,,,,,,664.8495675999984,666.3495888999969,,,,,,664.4500431999986,664.5497561999982,664.7497535999973,,z,1,0.26802239999960875,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,A,,,,,0,72,72,72,,,,,,,,,14392,,,,,,,667.5498954999966,669.0497437999984,,,,,,666.3495888999969,666.4495904999967,666.6495620999995,667.5498954999966,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,X,,,,,0,73,73,73,,,,,,,,,14465,,,,,,,670.2498966999992,671.751414899998,,,,,,669.0497437999984,669.1499477999969,669.3499149999989,670.2498966999992,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,74,74,74,,,,,,,,,14538,,,,,,,672.9500227999997,674.4507808999988,,,,,,671.751414899998,671.8503068999999,672.0501093999992,672.9500227999997,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,75,75,75,,,,,,,,,14611,,,,,,,675.6499608999984,677.1502972999988,,,,,,674.4507808999988,674.5500536999971,674.7671597999979,675.6499608999984,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,X,,,,,0,76,76,76,,,,,,,,,14684,,,,,,,678.3500573999991,679.8501090999998,,,,,,677.1502972999988,677.2503699999979,677.4500087999986,678.3500573999991,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,77,77,77,,,,,,,,,14757,,,,,,,681.0506767999977,682.5501818999983,,,,,,679.8501090999998,679.9502863999987,680.1506397999983,681.0506767999977,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,X,,,,,0,78,78,78,,,,,,,,,14813,,,,,,,683.4671481999976,684.9672029999965,,,,,,682.5501818999983,682.650195299997,682.8506375999968,,z,1,0.7995527999992191,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,B,,,,,0,79,79,79,,,,,,,,,14885,,,,,,,686.1506475999995,687.6505869999964,,,,,,684.9672029999965,685.0505037999974,685.2675194999974,686.1506475999995,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,80,80,80,,,,,,,,,14959,,,,,,,688.8673969999982,690.3678894999975,,,,,,687.6505869999964,687.7674340999984,687.9505638999981,688.8673969999982,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,81,81,81,,,,,,,,,15032,,,,,,,691.5679716999985,693.0689707999991,,,,,,690.3678894999975,690.467991999998,690.6679986999989,691.5679716999985,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,B,,,,,0,82,82,82,,,,,,,,,15104,,,,,,,694.2509774999999,695.7507636999981,,,,,,693.0689707999991,693.1506455999988,693.3841500999988,694.2509774999999,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,83,83,83,,,,,,,,,15177,,,,,,,696.9507987999968,698.4511305999986,,,,,,695.7507636999981,695.8510317999971,696.0507373999972,696.9507987999968,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,84,84,84,,,,,,,,,15250,,,,,,,699.6511651999972,701.1513268999988,,,,,,698.4511305999986,698.5510730999995,698.7511048999986,699.6511651999972,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,C,,,,,0,85,85,85,,,,,,,,,15273,,,,,,,701.5176519999986,703.0177898999973,,,,,,701.1513268999988,701.2511068999993,701.451341699998,,z,1,0.24076619999686955,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,86,86,86,,,,,,,,,15346,,,,,,,704.2180477999973,705.7182339999999,,,,,,703.0177898999973,703.1177995999969,703.3179121999965,704.2180477999973,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,X,,,,,0,87,87,87,,,,,,,,,15419,,,,,,,706.9180964999978,708.4180773999979,,,,,,705.7182339999999,705.8180070999988,706.0179685999974,706.9180964999978,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,B,,,,,0,88,88,88,,,,,,,,,15444,,,,,,,708.8181760999978,710.3183318999982,,,,,,708.4180773999979,708.5181131999998,708.718122899998,,z,1,0.2677055999993172,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,89,89,89,,,,,,,,,15517,,,,,,,711.5184998999976,,,,,,,710.3183318999982,710.4182324999965,710.6189326999993,711.5184998999976,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,90,90,90,,,,,,,,,15590,,,,,,,714.2182257999993,715.7187866999993,,,,,,713.0184006999989,713.1182714999995,713.3188859999973,714.2182257999993,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,91,91,91,,,,,,,,,15663,,,,,,,716.9186465999992,718.4183526999986,,,,,,715.7187866999993,715.8182977999968,716.0187665999983,716.9186465999992,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,92,92,92,,,,,,,,,15735,,,,,,,719.6186712999988,721.1186570999998,,,,,,718.4183526999986,718.5184130999987,718.7183925999998,,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,W,,,,,0,93,93,93,,,,,,,,,15808,,,,,,,722.3187489999982,723.8189145999968,,,,,,721.1186570999998,721.2186061999964,721.4186048999982,722.3187489999982,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,X,,,,,0,94,94,94,,,,,,,,,15881,,,,,,,725.0191388999992,726.5189145999975,,,,,,723.8189145999968,723.9185539999999,724.1189773999977,725.0191388999992,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,95,95,95,,,,,,,,,15954,,,,,,,727.7191134999994,729.2191725999983,,,,,,726.5189145999975,726.618753499999,726.8187416999972,727.7191134999994,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,96,96,96,,,,,,,,,16026,,,,,,,730.4028216999977,731.9028556999983,,,,,,729.2191725999983,729.3026495999984,729.5191169999998,730.4028216999977,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,97,97,97,,,,,,,,,16100,,,,,,,733.1190687999988,734.6192596999972,,,,,,731.9028556999983,732.0198063999997,732.2036446999991,733.1190687999988,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,C,,,,,0,98,98,98,,,,,,,,,16123,,,,,,,734.9858512999999,736.485940999999,,,,,,734.6192596999972,734.7028359999968,734.9192678,,z,1,0.255101900002046,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,99,99,99,,,,,,,,,16196,,,,,,,737.6861370999977,739.1884019999998,,,,,,736.485940999999,736.5864511999971,736.7859407999968,737.6861370999977,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,X,,,,,0,100,100,100,,,,,,,,,16269,,,,,,,740.3862724999999,741.8879578999986,,,,,,739.1884019999998,739.2861772999968,739.5030599999991,740.3862724999999,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,C,,,,,0,101,101,101,,,,,,,,,16341,,,,,,,743.0702984999989,744.569936099997,,,,,,741.8879578999986,741.9699658999998,742.2029343999966,743.0702984999989,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,102,102,102,,,,,,,,,16414,,,,,,,745.7697445999984,747.2704357999974,,,,,,744.569936099997,744.6695751999978,744.8700035999973,745.7697445999984,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,C,,,,,0,103,103,103,,,,,,,,,16487,,,,,,,748.4709229999971,749.9701864999988,,,,,,747.2704357999974,747.3699405999978,747.5698030999993,748.4709229999971,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,104,104,104,,,,,,,,,16560,,,,,,,751.169952799999,752.670154899999,,,,,,749.9701864999988,750.0701229999977,750.2698558999982,751.169952799999,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,W,,,,,0,105,105,105,,,,,,,,,16633,,,,,,,753.8703636999999,755.3701209999999,,,,,,752.670154899999,752.7701348999981,752.9705101,753.8703636999999,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,106,106,106,,,,,,,,,16706,,,,,,,756.5702299999975,758.0700287999971,,,,,,755.3701209999999,755.4703442999999,755.6705104999965,756.5702299999975,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,107,107,107,,,,,,,,,16779,,,,,,,759.2702637999973,760.7708611999988,,,,,,758.0700287999971,758.1703019999986,758.3702914999994,759.2702637999973,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,Y,,,,,0,108,108,108,,,,,,,,,16852,,,,,,,761.9708920999983,763.4703384999993,,,,,,760.7708611999988,760.8704803999972,761.0703213999986,761.9708920999983,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,109,109,109,,,,,,,,,16925,,,,,,,764.6703142999977,766.1706195999977,,,,,,763.4703384999993,763.5704503999987,763.7703567999997,764.6703142999977,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,110,110,110,,,,,,,,,16998,,,,,,,767.3709156999976,768.8712239999986,,,,,,766.1706195999977,766.270813799998,766.4708760999965,767.3709156999976,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,111,111,111,,,,,,,,,17071,,,,,,,770.0706700999981,771.571124799997,,,,,,768.8712239999986,768.9707341999965,769.1709650999983,770.0706700999981,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,A,,,,,0,112,112,112,,,,,,,,,17144,,,,,,,772.7707084999965,774.271206999998,,,,,,771.571124799997,771.670698599999,771.8705968999966,772.7707084999965,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,Y,,,,,0,113,113,113,,,,,,,,,17173,,,,,,,774.737506999998,776.2374815999974,,,,,,774.271206999998,774.3709243999983,774.5710293999982,,z,1,0.3450921000003291,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,114,114,114,,,,,,,,,17246,,,,,,,777.4380174999969,778.9381142999991,,,,,,776.2374815999974,776.3376323999983,776.5382402999967,777.4380174999969,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,115,115,115,,,,,,,,,17319,,,,,,,780.1384858999991,781.6377665,,,,,,778.9381142999991,779.0375397999996,779.2375772999985,780.1384858999991,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,Y,,,,,0,116,116,116,,,,,,,,,17341,,,,,,,781.9878801999985,783.4878864999991,,,,,,781.6377665,781.7376563999969,781.9380850999987,,z,1,0.23027540000111912,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,117,117,117,,,,,,,,,17414,,,,,,,784.6881219999996,786.1882769999975,,,,,,783.4878864999991,783.5882987999976,783.7884249999988,784.6881219999996,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,A,,,,,0,118,118,118,,,,,,,,,17487,,,,,,,787.4046847999998,,,,,,,786.1882769999975,786.2887504999999,786.4884017999975,,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,A,,,,,0,119,119,119,,,,,,,,,17511,,,,,,,789.2885448999987,790.7884110999985,,,,,,788.9049636999989,788.9884192999998,789.2047873999982,,z,0,0.2770916000008583,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,120,120,120,,,,,,,,,17584,,,,,,,791.9885585999982,793.4886366999999,,,,,,790.7884110999985,790.8884237999991,791.088863099998,791.9885585999982,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,121,121,121,,,,,,,,,17657,,,,,,,794.6883951999989,796.188625499999,,,,,,793.4886366999999,793.5884249999981,793.7883699999984,794.6883951999989,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,122,122,122,,,,,,,,,17730,,,,,,,797.4053867999974,,,,,,,796.188625499999,796.2902099999992,796.4886242999964,,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,123,123,123,,,,,,,,,17802,,,,,,,800.0889445999965,801.5887040999987,,,,,,798.9050384999973,798.9889780999983,799.2050371999976,800.0889445999965,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,124,124,124,,,,,,,,,17874,,,,,,,802.790656899997,,,,,,,801.5887040999987,801.6721178999978,801.8891397999978,802.7718488999999,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,X,,,,,0,125,125,125,,,,,,,,,17946,,,,,,,805.5056730999968,,,,,,,804.3053293999983,804.3896171999986,804.6054160999993,,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,A,,,,,0,126,126,126,,,,,,,,,18018,,,,,,,808.1896355999997,,,,,,,807.005629299998,807.089237199998,807.3058143999988,808.1896355999997,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,X,,,,,0,127,127,127,,,,,,,,,18041,,,,,,,810.0558015999995,811.5562612999965,,,,,,809.6898607999974,809.7722535999965,810.0058980999966,,z,1,0.26281700000254204,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,A,,,,,0,128,128,128,,,,,,,,,18114,,,,,,,812.7559974999967,814.2558635999994,,,,,,811.5562612999965,811.6558462999965,811.8563432999981,812.7559974999967,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,B,,,,,0,129,129,129,,,,,,,,,18186,,,,,,,815.4393664999989,816.9391915999986,,,,,,814.2558635999994,814.339201499999,814.5559672999989,815.4393664999989,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,130,130,130,,,,,,,,,18260,,,,,,,818.1561942999979,,,,,,,816.9391915999986,817.0560012999995,817.239300899997,818.1561942999979,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,131,131,131,,,,,,,,,18333,,,,,,,820.8566592999996,822.3564406999976,,,,,,819.6561190999964,819.7562555999975,819.9575777999999,820.8566592999996,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,X,,,,,0,132,132,132,,,,,,,,,18405,,,,,,,823.5401903999991,825.0399655999972,,,,,,822.3564406999976,822.4396538999972,822.6563820999982,823.5401903999991,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,W,,,,,0,133,133,133,,,,,,,,,18478,,,,,,,826.2403670999993,827.7395159999978,,,,,,825.0568206999997,825.1400317999978,825.3570219999965,826.2403670999993,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,X,,,,,0,134,134,134,,,,,,,,,18503,,,,,,,828.1400098999984,829.6399709999969,,,,,,827.7395159999978,827.8394652999996,828.0395118999986,,z,1,0.2783918999994057,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,135,135,135,,,,,,,,,18575,,,,,,,830.8399090999992,832.3399064999976,,,,,,829.6399709999969,829.7396121999991,829.9397789999966,,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,136,136,136,,,,,,,,,18648,,,,,,,833.5400791999964,835.0403847999987,,,,,,832.3399064999976,832.4401728999983,832.6399960999988,833.5400791999964,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,C,,,,,0,137,137,137,,,,,,,,,18721,,,,,,,836.2402630999968,837.7401913999965,,,,,,835.0403847999987,835.1404208999993,835.3404097999992,836.2402630999968,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,X,,,,,0,138,138,138,,,,,,,,,18794,,,,,,,838.9571485999986,,,,,,,837.7401913999965,837.8428985999999,838.0405279999977,,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,139,139,139,,,,,,,,,18865,,,,,,,841.6239582999988,843.1240233999997,,,,,,840.4573047999984,840.5237458999982,840.7571897999987,841.6239582999988,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,A,,,,,0,140,140,140,,,,,,,,,18938,,,,,,,844.3404557999966,,,,,,,843.1240233999997,843.2238088999984,843.4243777999982,844.3238730999983,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,V,,,,,0,141,141,141,,,,,,,,,19010,,,,,,,847.0424264999965,,,,,,,845.8425383999966,845.9240028999993,846.1572148999985,847.0244133999986,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,A,,,,,0,142,142,142,,,,,,,,,19034,,,,,,,848.9430736999966,,,,,,,848.5577816999976,848.624238999997,848.8581822999986,,z,1,0.2930316000019957,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,V,,,,,0,143,143,143,,,,,,,,,19105,,,,,,,851.642777699999,,,,,,,850.4579172999984,850.5239400999999,850.7574049999967,851.6242504999973,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,W,,,,,0,144,144,144,,,,,,,,,19176,,,,,,,854.3410572999965,855.8421124999986,,,,,,853.1584819999989,853.224057899999,853.4576740999983,854.3242043999999,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,Y,z,V,,,,,0,145,145,145,,,,,,,,,19249,,,,,,,857.0409477999965,858.5425262999997,,,,,,855.8421124999986,855.9408216999982,856.1576728999971,857.0409477999965,None,0,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,N,None,Y,,,,,0,146,146,146,,,,,,,,,19321,,,,,,,859.7414469999967,861.2415470999986,,,,,,858.5425262999997,858.6245351999969,858.8593725999999,859.724422299998,None,1,,,861083,001,2024-05-15_18h29.13.990,nBack,2022.2.5,59.733302749649454,
,,,,,,,,,,,,,,,,,,861.2415470999986,861.7421732999974,,,,,,,,,,,,,,,,,,,,,,861.7421732999974,,,,,,,
