stimuli_letter,target,correct_key,Letter_stimulus,trialsOne.thisRepN,trialsOne.thisTrialN,trialsOne.thisN,trialsOne.thisIndex,trialsTwo.thisRepN,trialsTwo.thisTrialN,trialsTwo.thisN,trialsTwo.thisIndex,WelcomeScreenText.started,WelcomeScreenText.stopped,WelcomeInstructions.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,text.started,text.stopped,eegtime,n_back_one.started,Key_one.started,n_back_one.stopped,Key_one.stopped,Key_one.keys,Key_one.corr,ISI.started,ISI.stopped,Key_one.rt,Intro_Block_two.started,Start_Block_One.started,Start_Block_One.keys,Start_Block_One.rt,Block_2_stimulus.started,key_Two.started,Block_2_stimulus.stopped,key_Two.stopped,key_Two.keys,key_Two.corr,key_Two.rt,GoodBye.started,GoodBye.stopped,participant,session,date,expName,psychopyVersion,frameRate,
X,N,None,,0,143,143,143,,,,,,,,,,,,,9777,403.55979240000124,403.6598926000006,403.85989040000095,404.76018939999994,None,1,404.76018939999994,406.2600642000016,,,,,,,,,,,,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
Y,N,None,,0,144,144,144,,,,,,,,,,,,,9850,406.2600642000016,406.3603421000007,406.5601729000009,407.46051400000033,None,1,407.46051400000033,,,,,,,,,,,,,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
Y,Y,z,,0,145,145,145,,,,,,,,,,,,,9878,408.9604780999998,409.06052810000074,409.26046339999994,,z,1,409.411515400001,,0.31867919999967853,,,,,,,,,,,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
C,N,None,,0,146,146,146,,,,,,,,,,,,,9950,410.92671880000125,411.0113345000009,411.22720180000033,,None,1,412.12719130000005,,,,,,,,,,,,,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.6272570000001,415.6101687999999,z,119.86303739999857,,,,,,,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,None,None,V,,,,,0,0,0,0,,,,,,,,,10022,,,,,,,536.699222700001,538.2001067000001,,,,,,535.5251727000013,535.5990127000005,535.832499600001,536.699222700001,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,None,None,W,,,,,0,1,1,1,,,,,,,,,10095,,,,,,,539.4154863000003,,,,,,,538.2001067000001,538.3012740000013,538.5156127000009,,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,X,,,,,0,2,2,2,,,,,,,,,10166,,,,,,,542.082390900001,543.5824756000002,,,,,,540.9156018000012,540.9821239000012,541.2157384000002,542.082390900001,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,W,,,,,0,3,3,3,,,,,,,,,10212,,,,,,,544.3324231000006,545.8329111000003,,,,,,543.5824756000002,543.6824199000002,543.8822217000015,,z,1,0.6302495999989333,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,V,,,,,0,4,4,4,,,,,,,,,10285,,,,,,,547.0326633000004,548.5330670000003,,,,,,545.8329111000003,545.9326091000003,546.1325983000006,547.0326633000004,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,Y,,,,,0,5,5,5,,,,,,,,,10358,,,,,,,549.7333165,551.2334573000007,,,,,,548.5330670000003,548.6330345000006,548.8331367999999,549.7333165,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,C,,,,,0,6,6,6,,,,,,,,,10431,,,,,,,552.4501080000009,,,,,,,551.2334573000007,551.3338992000008,551.5335714000012,,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,Y,,,,,0,7,7,7,,,,,,,,,10458,,,,,,,554.3848847999998,,,,,,,553.9513490999998,554.0335608000005,554.2515628000001,,z,1,0.3172064999998838,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,C,,,,,0,8,8,8,,,,,,,,,10482,,,,,,,556.2828275000011,557.7830422000006,,,,,,555.9001847,555.9859378000001,556.2005414000014,,z,1,0.2767315000000963,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,B ,,,,,0,9,9,9,,,,,,,,,10555,,,,,,,558.9829621000008,560.482993900001,,,,,,557.7830422000006,557.8830527000009,558.0830170999998,558.9829621000008,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,Y,,,,,0,10,10,10,,,,,,,,,10628,,,,,,,561.6833424000015,563.1832352000001,,,,,,560.482993900001,560.5833092000012,560.7832042000009,561.6833424000015,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,B,,,,,0,11,11,11,,,,,,,,,10651,,,,,,,563.5502315000012,565.0509538000006,,,,,,563.1832352000001,563.2848042000005,563.4835938000015,,z,0,0.23988099999951373,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,Y,,,,,0,12,12,12,,,,,,,,,10675,,,,,,,565.4334761000009,566.9336489000016,,,,,,565.0509538000006,565.1336982000012,565.3507071000004,,z,1,0.273487299999033,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,C,,,,,0,13,13,13,,,,,,,,,10748,,,,,,,568.1344700000009,569.6339141000008,,,,,,566.9336489000016,567.0338833000005,567.2343642000014,568.1344700000009,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,W,,,,,0,14,14,14,,,,,,,,,10821,,,,,,,570.8342983000002,572.3335668,,,,,,569.6339141000008,569.7341833999999,569.9340511999999,570.8342983000002,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,15,15,15,,,,,,,,,10894,,,,,,,573.5338864000005,575.0345152999998,,,,,,572.3335668,572.4338657000008,572.6335663000009,573.5338864000005,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,W,,,,,0,16,16,16,,,,,,,,,10917,,,,,,,575.4009583000006,576.9005481000004,,,,,,575.0345152999998,575.1339912000003,575.3339812000013,,z,1,0.24274199999854318,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,B,,,,,0,17,17,17,,,,,,,,,10990,,,,,,,578.1007569000012,579.6005620000014,,,,,,576.9005481000004,577.0007237999998,577.2008301000005,578.1007569000012,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,W,,,,,0,18,18,18,,,,,,,,,11063,,,,,,,580.8009399000002,582.3008454999999,,,,,,579.6005620000014,579.7006749000011,579.9009963000008,580.8009399000002,None,0,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,V,,,,,0,19,19,19,,,,,,,,,11136,,,,,,,583.5014283,585.0013428000002,,,,,,582.3008454999999,582.4007931000015,582.6015772999999,583.5014283,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,W,,,,,0,20,20,20,,,,,,,,,11163,,,,,,,585.4348475000006,586.9344353000015,,,,,,585.0013428000002,585.1010403,585.3013053000013,,z,1,0.30763909999950556,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,X,,,,,0,21,21,21,,,,,,,,,11235,,,,,,,588.1345397000005,,,,,,,586.9344353000015,587.0347813000008,587.2350889999998,,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,W,,,,,0,22,22,22,,,,,,,,,11269,,,,,,,590.1868916000003,,,,,,,589.6350044999999,589.7345138000001,589.936029800001,,z,1,0.4243028000000777,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,23,23,23,,,,,,,,,11340,,,,,,,592.8684904000002,594.3680002000001,,,,,,591.7012489000008,591.7688104000008,592.0015029000006,592.8684904000002,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,X,,,,,0,24,24,24,,,,,,,,,11414,,,,,,,595.601453700001,,,,,,,594.3680002000001,594.4858856999999,594.6680436000006,,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,V,,,,,0,25,25,25,,,,,,,,,11485,,,,,,,598.2683732000005,599.7681501000006,,,,,,597.1012854,597.1680666000011,597.4013407000002,598.2683732000005,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,W,,,,,0,26,26,26,,,,,,,,,11558,,,,,,,600.9687639000003,602.4682819999998,,,,,,599.7681501000006,599.86823,600.0690589000005,600.9687639000003,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,27,27,27,,,,,,,,,11631,,,,,,,603.6683598,605.1683840000005,,,,,,602.4682819999998,602.568258700001,602.7684608,603.6683598,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,X,,,,,0,28,28,28,,,,,,,,,11704,,,,,,,606.3686770000004,607.8685172000005,,,,,,605.1862197999999,605.2682894999998,605.5017925000011,606.3686770000004,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,V,,,,,0,29,29,29,,,,,,,,,11733,,,,,,,608.3351543000008,609.835319400001,,,,,,607.8685172000005,607.9685679000013,608.1685870000001,,z,0,0.35180969999964873,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,X,,,,,0,30,30,30,,,,,,,,,11806,,,,,,,611.0361568000008,612.5360459000003,,,,,,609.835319400001,609.9353995000001,610.135450400001,611.0361568000008,None,0,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,31,31,31,,,,,,,,,11878,,,,,,,613.7368778,,,,,,,612.5360459000003,612.6356784,612.8358079999998,613.7368778,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,V,,,,,0,32,32,32,,,,,,,,,11950,,,,,,,616.4353929000008,617.9362437,,,,,,615.2526770000004,615.3357716999999,615.5532921000013,616.4353929000008,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,A,,,,,0,33,33,33,,,,,,,,,11989,,,,,,,618.5689574000007,,,,,,,617.9362437,618.0360161000008,618.2359197000005,,z,1,0.5166965000007622,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,C,,,,,0,34,34,34,,,,,,,,,12062,,,,,,,621.2696582000008,622.7694393000002,,,,,,620.0692056000007,620.1692702,620.3690885000015,621.2696582000008,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,X,,,,,0,35,35,35,,,,,,,,,12135,,,,,,,623.9697938000008,625.4706361000008,,,,,,622.7694393000002,622.8692428000013,623.0695266000002,623.9697938000008,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,36,36,36,,,,,,,,,12208,,,,,,,626.6695734000004,628.1695242000005,,,,,,625.4706361000008,625.5694723000015,625.7874007999999,626.6695734000004,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,B,,,,,0,37,37,37,,,,,,,,,12281,,,,,,,629.3694468000012,630.8695249000011,,,,,,628.1695242000005,628.2694874000008,628.4692684000001,629.3694468000012,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,A,,,,,0,38,38,38,,,,,,,,,12307,,,,,,,631.2864793000008,632.7867439000001,,,,,,630.8695249000011,630.9697182,631.1694880000014,,z,1,0.29297070000029635,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,B,,,,,0,39,39,39,,,,,,,,,12331,,,,,,,633.1703725000007,634.6697797000015,,,,,,632.7867439000001,632.8863083000015,633.0868509000011,,z,1,0.25597499999821594,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,C,,,,,0,40,40,40,,,,,,,,,12404,,,,,,,635.8714869000014,,,,,,,634.6697797000015,634.7698789000005,634.9708128000002,635.8714869000014,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,B,,,,,0,41,41,41,,,,,,,,,12476,,,,,,,638.5699632000014,640.0700508999998,,,,,,637.3869887000001,637.4696282000004,637.6891364000003,638.5699632000014,None,0,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,42,42,42,,,,,,,,,12549,,,,,,,641.2709493000002,642.7697320000007,,,,,,640.0700508999998,640.1699292000012,640.3700184999998,641.2709493000002,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,W,,,,,0,43,43,43,,,,,,,,,12622,,,,,,,643.9703448,645.4699619000003,,,,,,642.7697320000007,642.8698505000011,643.0699586999999,643.9703448,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,B ,,,,,0,44,44,44,,,,,,,,,12695,,,,,,,646.6699231000002,,,,,,,645.4699619000003,645.5699593000008,645.7698623000015,646.6699231000002,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,W,,,,,0,45,45,45,,,,,,,,,12719,,,,,,,648.5540646000009,650.0539919000003,,,,,,648.1702928000013,648.2703039000007,648.4702193000012,,z,1,0.26643159999912314,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,B ,,,,,0,46,46,46,,,,,,,,,12742,,,,,,,650.421021600001,651.9206049000004,,,,,,650.0539919000003,650.1536788000012,650.3539861999998,,z,1,0.2449983999995311,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,47,47,47,,,,,,,,,12815,,,,,,,653.1210437000009,654.6206514000005,,,,,,651.9206049000004,652.0216627000009,652.2214483000007,653.1210437000009,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,48,48,48,,,,,,,,,12856,,,,,,,655.2882581000013,,,,,,,654.6206514000005,654.7217102000013,654.921987400001,,z,0,0.5387529999989056,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,W,,,,,0,49,49,49,,,,,,,,,12928,,,,,,,658.0040895000002,,,,,,,656.8043462000005,656.8881962000014,657.1036650000005,,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,A,,,,,0,50,50,50,,,,,,,,,12985,,,,,,,660.4378906000002,661.9385661000015,,,,,,659.5040016000003,659.5705154000007,659.8040744000009,,z,1,0.8397110999976576,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,W,,,,,0,51,51,51,,,,,,,,,13058,,,,,,,663.1390578999999,,,,,,,661.9385661000015,662.0378882000005,662.2374759000013,663.1390578999999,None,0,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,V,,,,,0,52,52,52,,,,,,,,,13130,,,,,,,665.8390009000013,,,,,,,664.6552855000009,664.7374708000007,664.9547155,665.8390009000013,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,B,,,,,0,53,53,53,,,,,,,,,13201,,,,,,,668.5211830000007,670.0219215000016,,,,,,667.3544264000011,667.4210089000007,667.6544859000005,668.5211830000007,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,Y,,,,,0,54,54,54,,,,,,,,,13274,,,,,,,671.2379587000014,672.7376882000008,,,,,,670.0377657000008,670.1212517000004,670.3377426000006,671.2215627000005,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,Y,,,,,0,55,55,55,,,,,,,,,13347,,,,,,,673.9400614000006,,,,,,,672.7376882000008,672.8378234000011,673.0376840000008,673.9400614000006,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,V,,,,,0,56,56,56,,,,,,,,,13419,,,,,,,676.6382063000001,678.1404379000014,,,,,,675.4550261000004,675.5379603000001,675.7545091000011,676.6382063000001,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,V,,,,,0,57,57,57,,,,,,,,,13490,,,,,,,679.3548655000013,,,,,,,678.1404379000014,678.2578902000005,678.4548236999999,,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,V,,,,,0,58,58,58,,,,,,,,,13515,,,,,,,681.2553492000006,682.7555087000001,,,,,,680.8547927,680.9215655000007,681.1551079000001,,z,1,0.30279130000053556,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,59,59,59,,,,,,,,,13588,,,,,,,683.9551376,685.4554275999999,,,,,,682.7555087000001,682.8553368000012,683.0552498000015,683.9551376,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,B,,,,,0,60,60,60,,,,,,,,,13661,,,,,,,686.6552804000003,,,,,,,685.4554275999999,685.5553754000011,685.7553094000014,686.6552804000003,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,A,,,,,0,61,61,61,,,,,,,,,13684,,,,,,,688.5222021999998,690.0220269000001,,,,,,688.1552652999999,688.2557491000007,688.4553859000007,,z,1,0.23754509999889706,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,B,,,,,0,62,62,62,,,,,,,,,13708,,,,,,,690.4058185000013,691.9059885000006,,,,,,690.0220269000001,690.1064731000006,690.3226156000001,,z,1,0.279815799998687,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,A,,,,,0,63,63,63,,,,,,,,,13780,,,,,,,693.1073351000014,,,,,,,691.9059885000006,691.9887596000008,692.2069244000013,693.0886417000002,None,0,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,B,,,,,0,64,64,64,,,,,,,,,13810,,,,,,,695.1054990000011,696.6062158000004,,,,,,694.6221983000014,694.7056037000002,694.9226788000014,,z,1,0.37839270000040415,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,C,,,,,0,65,65,65,,,,,,,,,13883,,,,,,,697.8221868,,,,,,,696.6062158000004,696.7074680000005,696.9074928999999,,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,V,,,,,0,66,66,66,,,,,,,,,13954,,,,,,,700.489302,701.9893909000002,,,,,,699.3223398000009,699.3893852000001,699.6229717000006,700.489302,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,W,,,,,0,67,67,67,,,,,,,,,14027,,,,,,,703.1893810000001,704.6896788000013,,,,,,701.9893909000002,702.0891221000002,702.2891979000015,703.1893810000001,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,W,,,,,0,68,68,68,,,,,,,,,14100,,,,,,,705.889380300001,707.3899755000002,,,,,,704.6896788000013,704.7899524000004,704.9892744000008,705.889380300001,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,Y,z,W,,,,,0,69,69,69,,,,,,,,,14125,,,,,,,707.790411,,,,,,,707.3899755000002,707.4892983999998,707.6896973000003,,z,1,0.26940300000023853,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
,N,None,A,,,,,0,70,70,70,,,,,,,,,14197,,,,,,,710.489900300001,711.9900676000016,,,,,,709.3064603000003,709.3899618000014,709.6066424,710.489900300001,None,1,,,,232632,001,2024-05-15_17h30.46.805,nBack,2022.2.5,60.12213209910982,
